20210126,福田区,梅林,房子满五唯一，精装修，地铁口物业，宜居，采光好。必看好房,248万,中楼层                                    (共7层)                                                                      | 1998年建 |                                1室1厅 | 35.14平米                                  | 东南 东,http://ke-image.ljcdn.com/110000-inspection/pc1_0kSwver7Z_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,林海山庄 安静园林小区红本再手税费少,1025万,低楼层                                    (共14层)                                                                      | 2001年建 |                                3室2厅 | 128.04平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/72c949d8-1023-4a2a-b6f4-266c23fc1e02.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,金燕园保留单位3房满五年红本在手 税费少采光好,781万,高楼层                                    (共12层)                                                                      | 1998年建 |                                3室2厅 | 105.09平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/86cb93e6-9be5-49c2-8b53-4878a73150b0.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,御锦公馆双地铁口物业，精装修两房，视野好,280万,高楼层                                    (共30层)                                                                      | 2013年建 |                                2室2厅 | 42.04平米                                  | 西南,http://ke-image.ljcdn.com/440300-inspection/8f561136-0d5d-4ca5-a1d4-285961321987.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,阳光天下花园 复式五房 业主诚心卖,1650万,低楼层                                    (共27层)                                                                      | 2010年建 |                                5室2厅 | 175.39平米                                  | 东 西,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,福田区,梅林,楼层低  户型方正  业主诚心出出售,455万,中楼层                                    (共8层)                                                                      | 1990年建 |                                3室2厅 | 100.32平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,福田区,梅林,香蜜湖半山纯住宅空气清新居家安静业主诚心出售,1620万,中楼层                                    (共21层)                                                                  3室2厅 | 163.47平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,福田区,梅林,满五唯一  业主诚心出售  少有放盘,800万,高楼层                                    (共8层)                                                                  2室1厅 | 78.16平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,福田区,梅林,近地铁楼梯房，户型方正实用，已经签署协议,605万,中楼层                                    (共7层)                                                                  3室2厅 | 80平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,福田区,梅林,梅林天龙综合楼，业主诚心卖房，看房方便,550万,中楼层                                    (共8层)                                                                      | 1994年建 |                                3室2厅 | 100.45平米                                  | 东南 东,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,福田区,梅林,户型方正，楼层适中安静 采光好,980万,低楼层                                    (共8层)                                                                      | 1997年建 |                                3室2厅 | 94.34平米                                  | 南 北,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,福田区,梅林,碧荔花园电梯大三房，高楼层通风采光好,710万,高楼层                                    (共9层)                                                                      | 1997年建 |                                3室2厅 | 90.05平米                                  | 北,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,福田区,梅林,海康大厦 1室0厅 西,250万,低楼层                                    (共31层)                                                                      | 2003年建 |                                1室0厅 | 28.57平米                                  | 西,http://ke-image.ljcdn.com/hdic-frame/4902675a-39d2-4ccc-bd5a-7acf8c62bfb8.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,尚书苑 1室0厅 北,350万,中楼层                                    (共16层)                                                                      | 2005年建 |                                1室0厅 | 33.86平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/651d347f-1deb-4aa3-80d6-a338b2d54978.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,尚书苑 1室0厅 北,360万,低楼层                                    (共16层)                                                                      | 2005年建 |                                1室0厅 | 33.86平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/f439fd0c-caff-4185-8279-e002faac45dc.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,绿景虹湾 3室2厅 东南新上,900万,低楼层                                    (共46层)                                                                      | 2015年建 |                                3室2厅 | 74.51平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/35a63095-c5e5-41b1-aafc-68aa6ab1b915.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,旭飞华安园 1室0厅 东北新上,185万,中楼层                                    (共13层)                                                                      | 2000年建 |                                1室0厅 | 21.36平米                                  | 东北,http://ke-image.ljcdn.com/hdic-frame/f37fa097-1770-44c8-9bee-5ad27d44ab13.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,福田梅林 紧连 莲花山 大社区 业主诚心出售,500万,高楼层                                    (共7层)                                                                      | 1993年建 |                                2室0厅 | 48.72平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/6a618b0f-b133-479a-87ad-a824de8645f4.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,大社区，正规一房一厅，业主诚心出售，装修保养很好,370万,中楼层                                    (共7层)                                                                      | 1997年建 |                                1室1厅 | 42平米                                  | 西北,http://ke-image.ljcdn.com/hdic-frame/71986e2c-6860-473d-9022-c78564cf75f9.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,颂德国际 4室2厅 东北,1280万,低楼层                                    (共21层)                                                                      | 2014年建 |                                4室2厅 | 276.79平米                                  | 东北,http://ke-image.ljcdn.com/hdic-frame/e48c0cf4-3b8f-4501-8cd9-a63969a665cc.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,绿景虹湾精装两房业主诚心出售看房提前约,680万,中楼层                                    (共46层)                                                                      | 2015年建 |                                2室1厅 | 60.04平米                                  | 西南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
