20210126,龙岗区,龙岗双龙,二加一房，中间楼层，厅出阳台，西南向必看好房,280万,中楼层                                    (共30层)                                                                      | 2015年建 |                                3室1厅 | 81.03平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_PabITpctO_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,锦城星苑顶楼复式大三房，东南朝向,360万,高楼层                                    (共9层)                                                                      | 2006年建 |                                3室2厅 | 115平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/b0593e4a-8bad-4077-b9bb-c22d554dc6af.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,公园边 龙岗河 龙园印象三房，高楼层，采光好,300万,高楼层                                    (共18层)                                                                      | 2007年建 |                                3室1厅 | 79.78平米                                  | 西南,http://ke-image.ljcdn.com/440300-inspection/rsp_pic_upload69c8cc25-91d4-487f-98d0-c8bb817845ed.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,南联地铁口 正规大三房 朝东南 华润万家成熟配套,340万,中楼层                                    (共6层)                                                                      | 2003年建 |                                3室2厅 | 110.88平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/de212933-9c5c-4af8-b2b5-90ce4e6a41df.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,佳兆业水岸新都 一房一厅 高楼层采光通风好 已满两年,220万,高楼层                                    (共17层)                                                                      | 2008年建 |                                1室1厅 | 57.21平米                                  | 东北,http://ke-image.ljcdn.com/hdic-frame/aa34abd6-3219-4ad9-b9a8-e6594d8005ca.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,水岸新都 大两房  东南朝向 大社区 已满两年,300万,高楼层                                    (共17层)                                                                      | 2008年建 |                                2室1厅 | 83.69平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/aa34abd6-3219-4ad9-b9a8-e6594d8005ca.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,南联地铁口，精装一房，满2年，视野开阔，业主诚心卖,120万,中楼层                                    (共23层)                                                                      | 2011年建 |                                1室0厅 | 36.42平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/284f0eb7-9a4c-4093-b483-1f994a5c6a9b.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,水岸新都  大四房 户型方正 南北朝向 满五 红本在手,480万,高楼层                                    (共26层)                                                                      | 2008年建 |                                4室2厅 | 142.26平米                                  | 南,http://ke-image.ljcdn.com/440300-frame/rsp_pic_upload6c151cae-f8b9-4a67-91c9-d950ee837641.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,近南联地铁物业 五房两厅一厨3卫 业主诚心出售,508万,高楼层                                    (共6层)                                                                      | 2001年建 |                                5室2厅 | 191.58平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/0b276b61-7d13-4fe2-b2b3-f64b77bf600d.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,水岸新都 正规三房 朝南看花园 户型方正 满五红本,335万,高楼层                                    (共25层)                                                                  3室2厅 | 87.1平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,龙岗区,龙岗双龙,佳兆业水岸新都 2室1厅 南,300万,低楼层                                    (共28层)                                                                      | 2008年建 |                                2室1厅 | 80.44平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,龙岗区,龙岗双龙,佳兆业水岸新都 8室6厅 南 北,2000万,低楼层                                    (共2层)                                                                      | 2007年建 |                                8室6厅 | 230.74平米                                  | 南 北,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,龙岗区,龙岗双龙,丽湾酒店，方正户型，业主诚心出售,90万,中楼层                                    (共15层)                                                                  1室1厅 | 46.62平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,龙岗区,龙岗双龙,新城花园龙岗大社区反正户型单价便宜,372万,高楼层                                    (共6层)                                                                  3室2厅 | 123.93平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,龙岗区,龙岗双龙,刚需小户型，总价低，户型方正采光好,80万,高楼层                                    (共15层)                                                                  1室0厅 | 46.64平米                                  | 东南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,龙岗区,龙岗双龙,龙岗 双地铁口物业 满京华喜悦里写字楼大面积 好收成,297万,低楼层                                    (共25层)                                                                      | 2014年建 |                                1室1厅 | 116.58平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,龙岗区,龙岗双龙,锦龙名苑 1室1厅 北,210万,低楼层                                    (共9层)                                                                      | 2008年建 |                                1室1厅 | 47.48平米                                  | 北,http://ke-image.ljcdn.com/440300-frame/7a3bd555-86d0-4dfd-8123-277edd4be913.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,经典大4房  南北通风  采光佳  住家选择之地,550万,低楼层                                    (共29层)                                                                  4室2厅 | 140.12平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,龙岗区,龙岗双龙,满两年，红本在手，业主诚心出售。,500万,高楼层                                    (共6层)                                                                      | 2003年建 |                                5室2厅 | 162.97平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/8bc198ec-4cf4-49aa-9b0c-09c28c1b6d8b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满五唯一 户型方正 中间楼层      地铁口物业,420万,低楼层                                    (共33层)                                                                      | 2016年建 |                                3室1厅 | 89.53平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/pc1_mM36mhuLh.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,房子业主自住 ，诚心 精装修 保养好  通风采光俱佳,434.8万,低楼层                                    (共31层)                                                                      | 2010年建 |                                3室1厅 | 88.92平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_1SJbk0rBL_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
